"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1967143028600250764","Sun Sep 14 08:27:00 +0000 2025","0","Klaim Rp. 10.000 saldo pas download apk Shopeepay ada promo serba seribu. Upgrade ke Shopeepay plus log in pake akun shopee &amp; masukin kode referral FF6JWV5WP diskon info freelance job receh zonauang minggu prabowo jokowi gibran purbaya tasya farasya https://t.co/cziHHCGfVf https://t.co/0891tEfZAQ","1967143028600250764","https://pbs.twimg.com/media/G0yhwdHbcAEg88r.jpg","","in","","1","0","0","https://x.com/undefined/status/1967143028600250764","791791758",
"1967142190607667543","Sun Sep 14 08:23:40 +0000 2025","0","meski harga sedikit mahal tapi dijamin akun JARANG BERMASALAH SELLER FASTRESPON+RAMAH gak bakal ghosting kamu! sInce 2023 WTS NETFLIX MURAH VIU LOKLOK CANVA DISNEY DJ PANDA MOVIEBOX DRAKORID YOUKU YOUTUBE HBOGO APPMUS PURBAYA YUDHI IQIYI Brimob PRIME VIDIO BSTATION #zonauang 32 https://t.co/bg2DQcytN9","1967142190607667543","https://pbs.twimg.com/media/G0yxREubwAAYilb.jpg","","in","","0","0","0","https://x.com/undefined/status/1967142190607667543","1882425290942750720",
"1967066939882418408","Sun Sep 14 08:21:00 +0000 2025","0","@ferrykoto @prabowo Purbaya oh Purbaya ga beda jauh anak sama bapak otaknya.","1967141519577767983","","ferrykoto","in","","0","1","0","https://x.com/undefined/status/1967141519577767983","1769403478731046913",
"1967139493997408577","Sun Sep 14 08:12:57 +0000 2025","0","Menkeu Purbaya Yudhi Sadewa Pede IHSG Sentuh 36.000 pada 2035 https://t.co/eBfaRak8pR","1967139493997408577","","","in","","0","0","0","https://x.com/undefined/status/1967139493997408577","817669043792420864",
"1967138812624261544","Sun Sep 14 08:10:15 +0000 2025","0","Purbaya menarik diikutin nih progressnya sruntal sruntul tapi dari omongannya emang paham betul situasi ekonomi semoga ga flop pak","1967138812624261544","","","in","","0","0","0","https://x.com/undefined/status/1967138812624261544","1673366316777103360",
"1967137128158294100","Sun Sep 14 08:03:33 +0000 2025","0","Menkeu Purbaya Pindahkan Rp200 Triliun dari BI ke Bank BUMN Berikut Dampaknya pada Saham Perbankan https://t.co/flZuXNq7QM","1967137128158294100","","","in","","0","0","0","https://x.com/undefined/status/1967137128158294100","817669043792420864",
"1967136988659679695","Sun Sep 14 08:03:00 +0000 2025","0","Serba seribu berlangsung dapatkan bonus 10.000 saldo pas download apk Shopeepay Upgrade ke spay plus log in dg shopee &amp; masukin kode referral FF6JWV5WP diskon promo info freelance job receh zonauang minggu prabowo jokowi gibran purbaya tasya farasya https://t.co/jrJWpyIjPR https://t.co/uIi3PExndD","1967136988659679695","https://pbs.twimg.com/media/G0yg05BbcAE4gKd.jpg","","in","","0","0","0","https://x.com/undefined/status/1967136988659679695","1884735513976004608",
"1967136237644320815","Sun Sep 14 08:00:01 +0000 2025","206","Gaya Menteri Purbaya Mengelola Fiskal Purbaya Yudhi Sadewa menyiapkan sejumlah terobosan setelah menjabat menteri keuangan. Salah satunya dengan menggelontorkan dana yang lebih besar ke sistem perbankan. Namun kebijakan ini menuai reaksi negatif karena dikhawatirkan melanggar https://t.co/5T4jtV6GGK","1967136237644320815","https://pbs.twimg.com/media/G0xv0zEa0AAOVnL.jpg","","in","","5","24","47","https://x.com/undefined/status/1967136237644320815","18129942",
"1966492392816574535","Sun Sep 14 07:59:16 +0000 2025","0","@Ferryirwndi Ceplas ceplos nih Purbaya... Sukak gw denger bacotnya ke DPR setelah enek dengar bacotan dia dan anaknya ke netizen/rakyat.. . Itu baru bener Pak Pur itu yg seharusnya anda lakukan... Julid judes dan nyinyir ke para Elit di negara ini bukan kepada rakyat jelata y... Teruskan!","1967136050905838061","","Ferryirwndi","in","","0","0","0","https://x.com/undefined/status/1967136050905838061","1604882368007114752",
"1967135722118553821","Sun Sep 14 07:57:58 +0000 2025","1","Orang miskin itu karena malas... Ini termasuk malas kah?... Anak Menkeu Purbaya tolong lihat ini... @Gerindra","1967135722118553821","","","in","","0","0","0","https://x.com/undefined/status/1967135722118553821","1731476067893092352",
"1967135503230398574","Sun Sep 14 07:57:06 +0000 2025","0","suka kali ama gaya main Pak purbaya all in untuk semesta hahahaha","1967135503230398574","","","in","","0","0","0","https://x.com/undefined/status/1967135503230398574","1082311349030408192",
"1967075835833446655","Sun Sep 14 07:55:12 +0000 2025","160","@ARSIPAJA Dear @KemenkeuRI tolong sampaikan ke menteri Purbaya bahwa situasi &amp; kondisi rakyat Indonesia masih sensitif soal gaji tunjangan dll-nya tolong katakan pada Pak Purbaya jangan ngipas² lagi api didalam sekam karena bara apinya masih menyala terimakasih.","1967135028078621078","","ARSIPAJA","in","","0","0","2","https://x.com/undefined/status/1967135028078621078","816985727137259520",
"1967133689294545178","Sun Sep 14 07:49:53 +0000 2025","0","Gebrakan Menkeu Purbaya. Salurkan Dana Segar Dari BI ke Beberapa Bank Milik pemerintah sebesar 200 T. Jumlah Minggu Doktor Sally Man United https://t.co/yHqYlnO5VX","1967133689294545178","https://pbs.twimg.com/ext_tw_video_thumb/1967133634206593024/pu/img/pshXRj9azdviWF5P.jpg","","in","","0","0","0","https://x.com/undefined/status/1967133689294545178","1447500779468718082",
